Year,Rd,Pk,Tm,Player,Pos,College,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
2009,1,19,ATL,Jeff Teague,G,Wake Forest University,712,27.7,12.7,2.5,5.8,1.2,0.3,.445,.356,.842,48.3,.117
2009,1,20,UTA,Eric Maynor,G,Virginia Commonwealth University,267,14.6,4.3,1.3,2.8,0.4,0.1,.392,.350,.721,3.3,.041
2009,1,21,NOH,Darren Collison,G,"University of California, Los Angeles",706,29.4,12.5,2.7,5.0,1.2,0.2,.472,.396,.852,50.1,.116
2009,1,22,POR,Victor Claver,F,,80,13.4,3.2,2.2,0.7,0.4,0.2,.398,.293,.585,0.2,.011
2009,1,23,SAC,Omri Casspi,F,,588,20.3,7.9,4.0,1.1,0.6,0.2,.454,.368,.678,19.6,.078
2009,1,24,DAL,Byron Mullens,C,Ohio State University,189,18.2,7.4,4.2,0.8,0.4,0.5,.408,.319,.706,0.6,.008
2009,1,25,OKC,Rodrigue Beaubois,G,,182,15.9,7.1,1.9,2.1,0.7,0.3,.439,.325,.810,4.8,.079
2009,1,26,CHI,Taj Gibson,F,University of Southern California,737,25.9,9.8,6.4,1.0,0.6,1.1,.512,.212,.709,49.9,.126
2009,1,27,MEM,DeMarre Carroll,F,University of Missouri,552,24.2,9.2,4.3,1.3,0.9,0.3,.431,.361,.743,29.3,.105
2009,1,28,MIN,Wayne Ellington,G,University of North Carolina,641,21.2,8.2,2.2,1.1,0.6,0.1,.411,.381,.844,17.7,.062
2009,1,29,LAL,Toney Douglas,G,Florida State University,394,19.1,7.6,2.2,2.3,0.9,0.1,.404,.354,.824,12.1,.077
2009,1,30,CLE,Christian Eyenga,F,,51,20.6,6.3,2.7,0.8,0.7,0.6,.411,.277,.611,-0.4,-0.020
2009,2,31,SAC,Jeff Pendergraph,F,Arizona State University,237,9.8,2.9,2.7,0.4,0.2,0.3,.553,.400,.776,6.3,.131
2009,2,32,WAS,Jermaine Taylor,G,University of Central Florida,65,12.1,5.4,1.7,0.7,0.4,0.1,.441,.284,.730,0.2,.014
2009,2,33,POR,Dante Cunningham,F,Villanova University,713,20.8,5.8,3.8,0.7,0.6,0.5,.470,.346,.649,24.9,.081
2009,2,34,DEN,Sergio Llull,G,,,,,,,,,,,,,
2009,2,35,DET,DaJuan Summers,F,Georgetown University,83,9.9,3.3,1.0,0.3,0.2,0.1,.384,.367,.642,-0.1,-0.008
2009,2,36,MEM,Sam Young,F,University of Pittsburgh,249,15.9,5.8,2.3,0.7,0.5,0.2,.442,.280,.742,5.2,.063
2009,2,37,SAS,DeJuan Blair,F-C,University of Pittsburgh,424,16.6,6.8,5.1,0.8,0.7,0.3,.524,.000,.608,19.0,.129
2009,2,38,POR,Jon Brockman,F,University of Washington,150,10.5,2.1,3.1,0.3,0.2,0.1,.488,.000,.618,3.7,.113
2009,2,39,DET,Jonas Jerebko,F,,630,17.8,6.2,4.0,0.8,0.5,0.2,.458,.363,.770,25.7,.110
2009,2,40,CHA,Derrick Brown,F,Xavier University,171,14.9,5.2,2.4,0.7,0.5,0.2,.515,.317,.637,4.5,.085
2009,2,41,MIL,Jodie Meeks,G,University of Kentucky,538,22.5,9.3,2.1,1.1,0.8,0.1,.419,.373,.879,24.3,.096
2009,2,42,LAL,Patrick Beverley,G,University of Arkansas,379,28.3,9.0,4.3,3.4,1.2,0.4,.412,.379,.770,24.7,.110
2009,2,43,MIA,Marcus Thornton,G,Louisiana State University,483,23.4,11.9,2.8,1.4,0.8,0.1,.425,.358,.830,20.0,.085
2009,2,44,DET,Chase Budinger,F,University of Arizona,407,19.7,7.9,3.0,1.2,0.5,0.2,.430,.352,.797,13.9,.083
2009,2,45,MIN,Nick Calathes,G,University of Florida,129,15.6,4.6,1.9,2.7,1.0,0.1,.441,.288,.581,2.6,.063
2009,2,46,CLE,Danny Green,G-F,University of North Carolina,617,25.4,9.0,3.5,1.6,1.0,0.8,.424,.403,.815,38.9,.119
2009,2,47,MIN,Henk Norel,F-C,,,,,,,,,,,,,
2009,2,48,PHO,Taylor Griffin,F,University of Oklahoma,8,4.0,1.3,0.3,0.1,0.0,0.3,.400,.000,.500,0.0,-0.039
2009,2,49,ATL,Sergiy Gladyr,G,,,,,,,,,,,,,
2009,2,52,IND,A.J. Price,G,University of Connecticut,261,15.1,5.8,1.4,2.2,0.5,0.0,.380,.316,.742,4.7,.058
2009,2,53,SAS,Nando De Colo,G,,119,11.9,3.8,1.8,1.7,0.5,0.1,.429,.363,.835,2.4,.081
2009,2,55,POR,Patrick Mills,G,Saint Mary's College of California,602,19.0,8.4,1.7,2.4,0.6,0.1,.431,.391,.849,27.2,.114
2009,2,57,PHO,Emir Preldzic,F-G,,,,,,,,,,,,,
2009,2,58,BOS,Lester Hudson,G,University of Tennessee at Martin,57,10.4,4.7,1.4,1.2,0.6,0.1,.375,.277,.806,0.2,.016
2009,2,59,LAL,Chinemelu Elonu,C-F,Texas A&M University,,,,,,,,,,,,
2008,1,1,CHI,Derrick Rose,G,University of Memphis,546,33.2,18.8,3.5,5.6,0.8,0.3,.453,.304,.824,37.3,.099
2008,1,2,MIA,Michael Beasley,F,Kansas State University,609,22.8,12.4,4.7,1.3,0.6,0.5,.465,.349,.759,15.6,.054
2008,1,3,MIN,O.J. Mayo,G,University of Southern California,547,30.9,13.8,3.1,2.9,1.0,0.3,.429,.373,.820,21.8,.062
2008,1,4,SEA,Russell Westbrook,G,"University of California, Los Angeles",817,34.5,23.0,7.0,8.4,1.8,0.3,.434,.308,.802,96.3,.164
2008,1,5,MEM,Kevin Love,F,"University of California, Los Angeles",656,32.0,18.3,11.3,2.3,0.7,0.5,.442,.370,.827,78.2,.179
2008,1,6,NYK,Danilo Gallinari,F,,547,31.1,15.9,4.9,2.0,0.8,0.4,.425,.376,.871,50.2,.142
2008,1,7,LAC,Eric Gordon,G,Indiana University,626,33.1,16.7,2.5,2.9,0.9,0.3,.428,.373,.813,33.3,.077
2008,1,8,MIL,Joe Alexander,F,West Virginia University,67,11.1,4.2,1.8,0.7,0.2,0.4,.410,.340,.698,0.5,.030
2008,1,9,CHA,D.J. Augustin,G,University of Texas at Austin,804,24.0,9.8,1.9,4.0,0.6,0.0,.413,.381,.863,41.7,.103
2008,1,10,NJN,Brook Lopez,C,Stanford University,714,30.9,17.4,6.5,1.5,0.6,1.7,.498,.350,.791,60.1,.131
2008,1,11,IND,Jerryd Bayless,G,University of Arizona,585,21.3,8.4,2.1,2.9,0.6,0.1,.411,.361,.818,18.7,.072
2008,1,12,SAC,Jason Thompson,F-C,Rider University,588,25.2,8.9,6.6,1.1,0.5,0.7,.496,.143,.657,23.8,.077
2008,1,13,POR,Brandon Rush,G-F,University of Kansas,481,22.0,6.8,2.9,1.0,0.5,0.5,.426,.402,.706,11.2,.051
2008,1,14,GSW,Anthony Randolph,F,Louisiana State University,252,15.2,7.1,4.3,0.7,0.6,0.9,.453,.241,.740,5.8,.072
2008,1,15,PHO,Robin Lopez,C,Stanford University,763,23.0,9.1,5.3,0.8,0.2,1.2,.531,.217,.758,42.8,.117
2008,1,16,PHI,Marreese Speights,C-F,University of Florida,705,15.1,7.9,4.1,0.7,0.3,0.5,.459,.356,.797,25.8,.116
2008,1,17,TOR,Roy Hibbert,C,Georgetown University,662,24.8,10.0,6.3,1.3,0.4,1.7,.465,.250,.755,35.9,.105
2008,1,18,WAS,JaVale McGee,C,"University of Nevada, Reno",629,17.3,8.0,5.1,0.4,0.4,1.5,.569,.083,.590,31.6,.139
2008,1,19,CLE,J.J. Hickson,F-C,North Carolina State University,534,22.3,9.5,6.8,0.8,0.5,0.6,.505,.000,.617,21.9,.088
2008,1,20,CHA,Alexis Ajinca,C-F,,293,13.3,5.3,3.9,0.5,0.3,0.6,.503,.286,.797,7.5,.093
2008,1,21,NJN,Ryan Anderson,F,University of California,646,25.9,12.4,5.3,0.9,0.5,0.3,.422,.380,.854,46.7,.134
2008,1,22,ORL,Courtney Lee,G,Western Kentucky University,784,27.5,9.7,2.7,1.7,1.0,0.3,.450,.386,.853,38.3,.085
2008,1,23,UTA,Kosta Koufos,C,Ohio State University,684,16.4,5.7,5.0,0.5,0.4,0.7,.534,.000,.583,28.3,.121
2008,1,24,SEA,Serge Ibaka,F-C,,751,28.7,12.3,7.3,0.7,0.4,2.2,.514,.357,.761,63.8,.142
2008,1,25,HOU,Nicolas Batum,F-G,,763,31.6,11.8,5.3,3.8,1.0,0.6,.435,.358,.841,54.1,.107
2008,1,26,SAS,George Hill,G,Indiana University-Purdue University Indianapolis,722,28.2,11.2,3.1,3.2,0.9,0.3,.453,.379,.802,59.7,.141
2008,1,27,NOH,Darrell Arthur,F,University of Kansas,503,17.8,6.5,3.5,0.8,0.6,0.6,.444,.352,.765,12.3,.066
2008,1,28,MEM,Donte Greene,F,Syracuse University,253,16.8,6.1,2.4,0.7,0.4,0.5,.406,.304,.701,1.5,.017
2008,1,29,DET,D.J. White,F,Indiana University,138,15.3,5.9,3.2,0.6,0.3,0.4,.507,.333,.720,3.8,.087
2008,1,30,BOS,J.R. Giddens,G,University of New Mexico,38,6.5,1.9,1.4,0.3,0.3,0.1,.476,.000,.565,0.1,.027
2008,2,31,MIN,Nikola Pekovic,C,,271,24.9,12.6,6.7,0.7,0.5,0.6,.518,,.760,18.8,.134
2008,2,32,SEA,Walter Sharpe,F,University of Alabama at Birmingham,8,2.5,1.0,0.4,0.0,0.0,0.3,.364,.000,.000,-0.1,-0.131
2008,2,33,POR,Joey Dorsey,F,University of Memphis,130,11.4,2.6,3.9,0.4,0.5,0.3,.534,.000,.375,2.9,.092
2008,2,34,MIN,Mario Chalmers,G,University of Kansas,646,26.7,8.9,2.5,3.7,1.5,0.2,.417,.351,.793,32.3,.090
2008,2,35,LAC,DeAndre Jordan,C,Texas A&M University,819,28.2,9.6,10.9,0.9,0.6,1.6,.670,.091,.466,83.4,.173
2008,2,36,POR,Omer Asik,C,,471,19.6,5.3,7.1,0.6,0.4,0.7,.528,.000,.551,20.9,.109
2008,2,37,MIL,Luc Mbah a Moute,F,"University of California, Los Angeles",686,23.3,6.4,4.1,0.9,0.9,0.4,.454,.335,.660,26.0,.078
2008,2,38,CHA,Kyle Weaver,G,Washington State University,73,18.9,5.0,2.2,1.6,0.8,0.5,.441,.353,.736,1.5,.051
2008,2,39,CHI,Sonny Weems,G-F,University of Arkansas,183,18.2,6.5,2.2,1.4,0.5,0.2,.465,.283,.702,0.0,.001
2008,2,40,NJN,Chris Douglas-Roberts,G,University of Memphis,222,19.7,7.1,2.1,1.1,0.6,0.2,.439,.329,.831,5.4,.059
2008,2,41,IND,Nathan Jawai,C-F,,45,9.6,2.8,2.4,0.5,0.2,0.2,.435,.000,.684,0.2,.020
2008,2,42,SAC,Sean Singletary,G,University of Virginia,37,8.2,2.4,0.9,0.8,0.3,0.0,.365,.400,.857,0.0,.006
2008,2,43,SAC,Patrick Ewing,F,Georgetown University,7,2.7,0.4,0.3,0.3,0.0,0.1,.000,.000,.750,-0.1,-0.158
2008,2,44,UTA,Ante Tomic,C,,,,,,,,,,,,,
2008,2,45,SAS,Goran Dragic,G,,754,28.0,13.8,3.0,4.8,1.0,0.2,.466,.363,.763,50.9,.116
2008,2,47,WAS,Bill Walker,F,Kansas State University,181,16.7,6.0,2.2,0.8,0.5,0.1,.446,.369,.760,5.0,.079
2008,2,48,PHO,Malik Hairston,G,University of Oregon,62,7.6,2.4,1.2,0.5,0.2,0.3,.512,.167,.514,0.8,.086
2008,2,50,SEA,DeVon Hardin,C,University of California,,,,,,,,,,,,
2008,2,52,MIA,Darnell Jackson,F,University of Kansas,138,7.5,2.2,1.5,0.2,0.2,0.1,.449,.235,.644,1.3,.059
2008,2,53,UTA,Tadija Dragicevic,F,,,,,,,,,,,,,
2008,2,54,HOU,Maarty Leunen,F,University of Oregon,,,,,,,,,,,,
2008,2,55,POR,Mike Taylor,G,Iowa State University,51,15.1,5.7,1.7,2.1,0.7,0.0,.412,.325,.691,-0.4,-0.028
2008,2,56,SEA,Sasha Kaun,C,University of Kansas,25,3.8,0.9,1.0,0.1,0.2,0.2,.529,,.455,0.2,.096
2008,2,58,LAL,Joe Crawford,F,University of Kentucky,2,11.5,4.5,2.0,0.5,0.5,0.0,.300,.250,1.000,0.0,.037
2008,2,60,BOS,Semih Erden,C,,69,13.4,3.8,2.8,0.4,0.4,0.4,.546,,.594,1.8,.094
2007,1,1,POR,Greg Oden,C,Ohio State University,105,19.3,8.0,6.2,0.5,0.4,1.2,.574,,.658,7.3,.174
2007,1,2,SEA,Kevin Durant,F-G,University of Texas at Austin,845,36.9,27.1,7.1,4.1,1.1,1.1,.492,.381,.882,141.1,.217
2007,1,3,ATL,Al Horford,C-F,University of Florida,784,32.8,14.1,8.4,3.2,0.8,1.2,.525,.367,.754,85.5,.160
2007,1,4,MEM,Mike Conley,G,Ohio State University,788,32.6,14.9,3.0,5.7,1.5,0.2,.441,.375,.819,71.4,.133
2007,1,5,BOS,Jeff Green,F,Georgetown University,857,30.1,13.2,4.5,1.6,0.7,0.5,.441,.335,.805,40.2,.075
2007,1,6,MIL,Yi Jianlian,F,,272,22.2,7.9,4.9,0.7,0.5,0.7,.404,.333,.780,3.1,.025
2007,1,7,MIN,Corey Brewer,F-G,University of Florida,810,23.1,8.8,2.8,1.5,1.2,0.3,.425,.284,.713,22.4,.058
2007,1,8,CHA,Brandan Wright,F-C,University of North Carolina,428,16.2,7.0,3.6,0.5,0.5,1.0,.607,.000,.674,26.2,.181
2007,1,9,CHI,Joakim Noah,C,University of Florida,667,27.9,8.8,9.1,2.8,0.8,1.3,.491,.000,.700,61.8,.160
2007,1,10,SAC,Spencer Hawes,C-F,University of Washington,684,22.7,8.7,5.7,1.9,0.4,1.0,.457,.350,.716,22.6,.070
2007,1,11,ATL,Acie Law,G,Texas A&M University,188,12.7,3.9,1.0,1.6,0.4,0.0,.413,.235,.778,1.6,.032
2007,1,12,PHI,Thaddeus Young,F,Georgia Institute of Technology,899,30.7,13.4,6.0,1.6,1.5,0.4,.501,.330,.674,59.7,.104
2007,1,13,NOK,Julian Wright,F,University of Kansas,231,13.2,3.9,2.3,0.8,0.6,0.3,.499,.262,.584,3.9,.061
2007,1,14,LAC,Al Thornton,F,Florida State University,296,28.0,11.9,4.2,1.2,0.6,0.5,.452,.293,.747,6.1,.035
2007,1,15,DET,Rodney Stuckey,G,Eastern Washington University,651,27.5,12.6,2.9,3.6,0.9,0.1,.423,.300,.824,28.7,.077
2007,1,16,WAS,Nick Young,G-F,University of Southern California,720,22.8,11.4,2.0,1.0,0.5,0.2,.418,.376,.836,18.6,.054
2007,1,17,NJN,Sean Williams,C-F,Boston College,137,14.4,4.2,3.4,0.3,0.3,1.2,.511,.000,.624,3.0,.073
2007,1,18,GSW,Marco Belinelli,G-F,,801,23.3,10.0,2.1,1.7,0.6,0.1,.426,.377,.847,29.7,.076
2007,1,19,LAL,Javaris Crittenton,G,Georgia Institute of Technology,113,16.4,5.3,2.4,1.8,0.5,0.1,.442,.231,.638,0.1,.002
2007,1,20,MIA,Jason Smith,F-C,Colorado State University,616,16.3,6.1,3.4,0.7,0.3,0.7,.468,.333,.783,14.1,.067
2007,1,21,PHI,Daequan Cook,G,Ohio State University,328,18.3,6.4,2.1,0.7,0.4,0.1,.369,.359,.813,4.9,.039
2007,1,22,CHA,Jared Dudley,F-G,Boston College,845,23.2,7.7,3.3,1.6,0.8,0.2,.465,.392,.730,41.8,.102
2007,1,23,NYK,Wilson Chandler,F,DePaul University,638,30.6,12.9,5.4,1.8,0.7,0.6,.444,.343,.768,28.3,.070
2007,1,24,PHO,Rudy Fernandez,G,,249,24.0,9.1,2.4,2.2,1.0,0.2,.399,.360,.840,14.2,.114
2007,1,25,UTA,Morris Almond,G,Rice University,38,9.5,3.1,1.2,0.3,0.3,0.1,.381,.292,.743,0.0,.005
2007,1,26,HOU,Aaron Brooks,G,University of Oregon,645,20.8,9.7,1.7,3.0,0.6,0.1,.413,.370,.837,19.2,.069
2007,1,27,DET,Arron Afflalo,G-F,"University of California, Los Angeles",762,27.3,10.8,2.9,1.8,0.4,0.2,.450,.386,.825,33.5,.077
2007,1,28,SAS,Tiago Splitter,F-C,,355,19.2,7.9,5.0,1.2,0.6,0.6,.555,.143,.697,25.3,.178
2007,1,29,PHO,Alando Tucker,F,University of Wisconsin,51,8.4,4.1,1.0,0.3,0.1,0.0,.423,.294,.783,0.4,.045
2007,1,30,PHI,Petteri Koponen,G,,,,,,,,,,,,,
2007,2,31,SEA,Carl Landry,F,Purdue University,513,22.5,10.8,4.9,0.7,0.4,0.4,.535,.300,.785,35.9,.149
2007,2,32,BOS,Gabe Pruitt,G,University of Southern California,62,7.4,2.0,0.8,0.8,0.3,0.0,.321,.283,.783,0.4,.043
2007,2,33,SAS,Marcus Williams,F,University of Arizona,13,3.0,1.1,0.9,0.2,0.1,0.1,.318,,,-0.1,-0.084
2007,2,34,DAL,Nick Fazekas,F,"University of Nevada, Reno",26,10.3,4.1,3.4,0.4,0.3,0.4,.561,.000,.682,0.8,.148
2007,2,35,SEA,Glen Davis,F-C,Louisiana State University,514,21.1,8.0,4.4,0.9,0.7,0.3,.447,.182,.700,18.6,.082
2007,2,36,GSW,Jermareo Davidson,F,University of Alabama,52,8.3,3.1,1.8,0.3,0.2,0.3,.425,,.578,0.0,.000
2007,2,37,POR,Josh McRoberts,F,Duke University,433,19.1,5.4,3.9,2.1,0.5,0.4,.463,.340,.705,18.5,.107
2007,2,38,PHI,Kyrylo Fesenko,C,,135,8.2,2.3,2.0,0.3,0.1,0.4,.496,.000,.410,0.9,.038
2007,2,39,MIA,Stanko Barac,C,,,,,,,,,,,,,
2007,2,40,LAL,Sun Yue,G,,10,2.8,0.6,0.0,0.2,0.1,0.1,.273,.000,,-0.1,-0.226
2007,2,41,MIN,Chris Richard,F,University of Florida,70,11.1,1.9,2.8,0.4,0.3,0.2,.483,,.605,0.7,.045
2007,2,42,POR,Derrick Byars,F,Vanderbilt University,2,18.5,5.0,5.5,0.5,1.0,0.0,.273,.000,1.000,0.1,.147
2007,2,46,GSW,Stephane Lasme,F,University of Massachusetts Amherst,16,18.9,5.2,3.3,0.2,0.8,1.4,.451,,.594,0.3,.041
2007,2,47,WAS,Dominic McGuire,F,"California State University, Fresno",342,15.6,2.7,3.4,1.2,0.5,0.5,.419,.188,.658,4.1,.037
2007,2,48,LAL,Marc Gasol,C,,792,33.4,15.0,7.7,3.4,0.9,1.5,.483,.348,.778,79.2,.144
2007,2,49,CHI,Aaron Gray,C,University of Pittsburgh,318,12.1,3.4,3.7,0.7,0.3,0.3,.509,.000,.562,6.2,.077
2007,2,50,DAL,Renaldas Seibutis,G,,,,,,,,,,,,,
2007,2,51,CHI,JamesOn Curry,G,Oklahoma State University,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
2007,2,52,POR,Taurean Green,G,University of Florida,17,4.4,1.6,0.6,0.6,0.1,0.0,.280,.182,.917,-0.1,-0.066
2007,2,53,POR,Demetris Nichols,F,Syracuse University,18,3.2,1.2,0.4,0.1,0.0,0.2,.281,.200,.500,-0.2,-0.203
2007,2,54,HOU,Brad Newley,F-G,,,,,,,,,,,,,
2007,2,56,MIL,Ramon Sessions,G,"University of Nevada, Reno",691,23.3,10.3,2.7,4.1,0.7,0.1,.434,.316,.791,28.8,.086
2007,2,58,SAS,Giorgos Printezis,F,,,,,,,,,,,,,
2007,2,59,PHO,D.J. Strawberry,G,University of Maryland,33,8.2,2.2,0.8,0.9,0.4,0.2,.315,.240,.474,-0.2,-0.031
2007,2,60,DAL,Milovan Rakovic,C,,,,,,,,,,,,,
2006,1,1,TOR,Andrea Bargnani,F-C,,550,28.7,14.3,4.6,1.2,0.4,0.9,.439,.354,.824,18.9,.057
2006,1,2,CHI,LaMarcus Aldridge,F-C,University of Texas at Austin,947,34.5,19.6,8.4,2.0,0.7,1.1,.491,.285,.810,106.2,.156
2006,1,3,CHA,Adam Morrison,F,Gonzaga University,161,20.4,7.5,2.1,1.4,0.2,0.1,.373,.331,.710,-1.4,-0.021
2006,1,4,POR,Tyrus Thomas,F,Louisiana State University,402,19.7,7.7,4.8,0.9,0.8,1.3,.438,.235,.732,13.0,.078
2006,1,5,ATL,Shelden Williams,F,Duke University,361,15.5,4.5,4.3,0.5,0.5,0.5,.462,.222,.740,9.9,.085
2006,1,6,MIN,Brandon Roy,G,University of Washington,326,35.5,18.8,4.3,4.7,1.0,0.2,.459,.348,.800,37.4,.155
2006,1,7,BOS,Randy Foye,G,Villanova University,752,25.6,10.3,2.2,2.8,0.7,0.3,.401,.366,.852,23.5,.058
2006,1,8,HOU,Rudy Gay,F,University of Connecticut,876,34.0,17.6,5.9,2.2,1.3,0.8,.456,.348,.796,54.8,.088
2006,1,9,GSW,Patrick O'Bryant,C,Bradley University,90,5.8,2.1,1.4,0.3,0.2,0.4,.494,.000,.583,0.5,.046
2006,1,10,SEA,Mouhamed Sene,C-F,,47,5.5,2.2,1.6,0.0,0.1,0.5,.427,,.589,0.3,.052
2006,1,11,ORL,J.J. Redick,G,Duke University,834,25.9,12.9,2.0,2.0,0.5,0.1,.447,.412,.890,58.5,.130
2006,1,12,NOK,Hilton Armstrong,F-C,University of Connecticut,292,11.6,3.0,2.6,0.3,0.3,0.5,.501,.286,.582,3.9,.055
2006,1,13,PHI,Thabo Sefolosha,G-F,,824,22.5,5.9,3.8,1.4,1.1,0.4,.450,.351,.735,38.4,.099
2006,1,14,UTA,Ronnie Brewer,G-F,University of Arkansas,502,23.0,7.8,2.8,1.6,1.2,0.2,.490,.254,.675,30.4,.127
2006,1,15,NOK,Cedric Simmons,F,North Carolina State University,75,9.4,2.2,1.9,0.2,0.1,0.4,.409,,.390,0.1,.005
2006,1,16,CHI,Rodney Carney,F,University of Memphis,299,15.4,5.9,2.0,0.4,0.5,0.3,.422,.338,.704,6.2,.064
2006,1,17,IND,Shawne Williams,F,University of Memphis,314,17.1,5.6,3.0,0.7,0.4,0.5,.403,.339,.755,6.7,.060
2006,1,18,WAS,Oleksiy Pecherov,C,,111,9.4,3.9,2.4,0.2,0.2,0.2,.386,.290,.793,0.5,.025
2006,1,19,SAC,Quincy Douby,G,Rutgers University,143,10.7,4.1,1.1,0.7,0.3,0.1,.389,.312,.884,0.0,.000
2006,1,20,NYK,Renaldo Balkman,F,University of South Carolina,221,13.9,4.0,3.5,0.6,0.7,0.5,.510,.172,.542,7.2,.113
2006,1,21,PHO,Rajon Rondo,G,University of Kentucky,823,31.7,10.4,4.8,8.5,1.7,0.1,.460,.314,.606,58.5,.108
2006,1,22,NJN,Marcus Williams,G,University of Connecticut,203,15.2,5.6,1.8,2.8,0.4,0.0,.386,.321,.767,0.0,-0.001
2006,1,23,NJN,Josh Boone,F-C,University of Connecticut,256,17.5,5.2,4.9,0.5,0.4,0.7,.544,,.445,9.1,.097
2006,1,24,MEM,Kyle Lowry,G,Villanova University,854,31.3,14.4,4.3,6.1,1.4,0.3,.424,.368,.805,86.6,.156
2006,1,25,CLE,Shannon Brown,G,Michigan State University,408,18.0,7.6,1.9,1.1,0.7,0.2,.420,.332,.807,9.2,.060
2006,1,26,LAL,Jordan Farmar,G,"University of California, Los Angeles",504,19.5,7.7,1.9,2.9,0.8,0.1,.423,.374,.739,13.9,.068
2006,1,27,PHO,Sergio Rodriguez,G,,353,15.0,4.9,1.5,3.4,0.6,0.0,.409,.337,.739,4.3,.039
2006,1,28,DAL,Maurice Ager,G,Michigan State University,82,6.2,2.1,0.6,0.2,0.1,0.1,.339,.250,.566,-0.9,-0.089
2006,1,29,NYK,Mardy Collins,G,Temple University,189,14.7,3.9,1.8,1.7,0.6,0.1,.380,.299,.599,-1.6,-0.027
2006,1,30,POR,Joel Freeland,F-C,,151,12.1,3.2,3.4,0.4,0.2,0.4,.459,.000,.728,3.2,.084
2006,2,31,POR,James White,G-F,University of Cincinnati,67,8.7,2.7,1.0,0.5,0.3,0.1,.438,.340,.676,0.8,.062
2006,2,32,HOU,Steve Novak,F,Marquette University,467,12.1,4.7,1.3,0.3,0.2,0.1,.437,.430,.877,14.5,.123
2006,2,33,ATL,Solomon Jones,F,University of South Florida,281,11.0,3.0,2.3,0.4,0.2,0.5,.467,.111,.717,5.0,.078
2006,2,34,LAC,Paul Davis,C,Michigan State University,82,8.6,2.6,1.9,0.4,0.3,0.2,.402,.000,.732,0.5,.035
2006,2,35,TOR,P.J. Tucker,F,University of Texas at Austin,579,28.8,7.4,5.7,1.4,1.2,0.3,.422,.361,.744,29.7,.086
2006,2,36,MIN,Craig Smith,F,Boston College,403,16.9,7.6,3.9,0.8,0.5,0.2,.553,.037,.661,16.0,.113
2006,2,37,MIN,Bobby Jones,F,University of Washington,91,9.5,3.2,1.6,0.5,0.3,0.0,.442,.306,.685,1.1,.060
2006,2,38,GSW,Kosta Perovic,C,,7,5.4,1.4,1.9,0.1,0.0,0.3,.300,,.667,0.0,.060
2006,2,39,MIL,David Noel,F,University of North Carolina,68,11.6,2.7,1.8,1.0,0.4,0.1,.367,.321,.860,0.4,.024
2006,2,41,ORL,James Augustine,F,University of Illinois at Urbana-Champaign,27,5.8,1.6,1.2,0.1,0.2,0.1,.514,,.500,0.3,.101
2006,2,42,CLE,Daniel Gibson,G,University of Texas at Austin,397,23.5,7.8,2.0,2.0,0.6,0.2,.402,.407,.780,16.0,.082
2006,2,43,NOK,Marcus Vinicius,F,,26,6.6,1.9,0.7,0.3,0.1,0.1,.457,.421,.556,0.2,.056
2006,2,44,ORL,Lior Eliyahu,F,,,,,,,,,,,,,
2006,2,45,IND,Alexander Johnson,F,Florida State University,102,12.8,4.3,2.7,0.3,0.4,0.4,.517,,.672,1.5,.056
2006,2,46,UTA,Dee Brown,G,University of Illinois at Urbana-Champaign,68,10.5,2.1,1.0,1.8,0.5,0.1,.340,.250,.643,0.1,.008
2006,2,47,UTA,Paul Millsap,F,Louisiana Tech University,942,29.3,14.1,7.4,2.3,1.3,1.0,.491,.334,.734,88.1,.153
2006,2,48,WAS,Vladimir Veremeenko,F,,,,,,,,,,,,,
2006,2,49,DEN,Leon Powe,F,University of California,239,13.9,6.2,3.8,0.3,0.3,0.3,.515,.000,.682,12.0,.174
2006,2,50,CHA,Ryan Hollins,C,"University of California, Los Angeles",518,11.8,3.7,2.2,0.3,0.2,0.5,.584,.000,.649,10.4,.081
2006,2,51,LAL,Cheikh Samb,C,,22,5.2,1.0,1.4,0.0,0.2,0.5,.250,.000,.444,-0.1,-0.056
2006,2,52,LAC,Guillermo Diaz,G,University of Miami,6,3.0,0.8,0.3,0.2,0.0,0.0,.250,.000,.600,0.0,.033
2006,2,53,SEA,Yotam Halperin,G,,,,,,,,,,,,,
2006,2,54,NJN,Hassan Adams,G,University of Arizona,73,7.5,2.5,1.2,0.2,0.2,0.1,.534,.000,.643,0.8,.072
2006,2,55,CLE,Ejike Ugboaja,F,,,,,,,,,,,,,
2006,2,56,TOR,Edin Bavcic,C-F,,,,,,,,,,,,,
2006,2,59,SAS,Damir Markota,C,,30,5.7,1.7,1.0,0.2,0.1,0.0,.365,.375,.636,-0.2,-0.070
2006,2,60,DET,Will Blalock,G,Iowa State University,14,11.9,1.8,1.1,1.2,0.4,0.0,.300,.200,1.000,-0.1,-0.032
2005,1,1,MIL,Andrew Bogut,C,University of Utah,703,28.2,9.7,8.7,2.2,0.6,1.5,.535,.120,.557,50.6,.123
2005,1,2,ATL,Marvin Williams,F,University of North Carolina,1014,28.6,10.5,5.3,1.3,0.8,0.5,.443,.362,.807,62.7,.104
2005,1,3,UTA,Deron Williams,G,University of Illinois at Urbana-Champaign,845,34.2,16.3,3.1,8.1,1.0,0.2,.445,.357,.822,77.3,.129
