Year,Rd,Pk,Tm,Player,Pos,College,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
1997,2,51,LAL,DeJuan Wheat,G,University of Louisville,80,9.3,3.3,0.7,1.6,0.4,0.0,.383,.390,.700,0.5,.034
1997,2,54,SEA,Mark Blount,C,University of Pittsburgh,605,23.1,8.2,4.6,0.8,0.5,0.8,.504,.359,.723,18.8,.065
1996,1,1,PHI,Allen Iverson,G,Georgetown University,914,41.1,26.7,3.7,6.2,2.2,0.2,.425,.313,.780,99.0,.126
1996,1,2,TOR,Marcus Camby,C-F,University of Massachusetts Amherst,973,29.5,9.5,9.8,1.9,1.0,2.4,.466,.205,.670,81.6,.137
1996,1,3,VAN,Shareef Abdur-Rahim,F,University of California,830,34.8,18.1,7.5,2.5,1.0,0.8,.472,.297,.810,71.2,.118
1996,1,4,MIL,Stephon Marbury,G,Georgia Institute of Technology,846,37.7,19.3,3.0,7.6,1.2,0.1,.433,.325,.784,77.5,.117
1996,1,5,MIN,Ray Allen,G,University of Connecticut,1300,35.6,18.9,4.1,3.4,1.1,0.2,.452,.400,.894,145.1,.150
1996,1,6,BOS,Antoine Walker,F,University of Kentucky,893,35.3,17.5,7.7,3.5,1.2,0.5,.414,.325,.633,38.1,.058
1996,1,7,LAC,Lorenzen Wright,F-C,University of Memphis,778,23.8,8.0,6.4,0.8,0.6,0.7,.459,.069,.645,30.5,.079
1996,1,8,NJN,Kerry Kittles,G,Villanova University,507,33.4,14.1,3.9,2.6,1.6,0.4,.439,.378,.780,44.8,.127
1996,1,9,DAL,Samaki Walker,F,University of Louisville,445,17.1,5.3,4.7,0.6,0.3,0.7,.462,.111,.630,14.2,.089
1996,1,10,IND,Erick Dampier,C,Mississippi State University,987,24.3,7.4,7.1,0.8,0.3,1.4,.498,.125,.626,52.7,.105
1996,1,11,GSW,Todd Fuller,C,North Carolina State University,225,11.1,3.7,3.0,0.2,0.2,0.3,.422,.000,.668,2.2,.041
1996,1,12,CLE,Vitaly Potapenko,C,Wright State University,610,19.0,6.5,4.5,0.7,0.4,0.3,.479,.167,.694,15.5,.064
1996,1,13,CHH,Kobe Bryant,G-F,,1346,36.1,25.0,5.2,4.7,1.4,0.5,.447,.329,.837,172.7,.170
1996,1,14,SAC,Peja Stojakovic,F-G,,804,33.5,17.0,4.7,1.8,0.9,0.1,.450,.401,.895,82.6,.147
1996,1,15,PHO,Steve Nash,G,Santa Clara University,1217,31.3,14.3,3.0,8.5,0.7,0.1,.490,.428,.904,129.7,.164
1996,1,16,CHH,Tony Delk,G,University of Kentucky,545,21.5,9.1,2.5,1.9,0.8,0.1,.408,.343,.769,19.5,.080
1996,1,17,POR,Jermaine O'Neal,F-C,,1011,27.1,13.2,7.2,1.4,0.5,1.8,.467,.147,.715,66.0,.116
1996,1,18,NYK,John Wallace,F,Syracuse University,381,16.1,7.6,2.8,0.7,0.4,0.6,.462,.300,.740,6.4,.050
1996,1,19,NYK,Walter McCarty,F,University of Kentucky,593,17.5,5.2,2.6,1.1,0.6,0.3,.392,.346,.698,13.7,.064
1996,1,20,CLE,Zydrunas Ilgauskas,C,,843,27.2,13.0,7.3,1.1,0.5,1.6,.476,.310,.780,66.3,.139
1996,1,21,NYK,Dontae' Jones,F,Mississippi State University,15,6.1,2.9,0.6,0.3,0.1,0.2,.333,.261,,-0.3,-0.175
1996,1,22,VAN,Roy Rogers,F,University of Alabama,137,16.9,4.8,3.5,0.4,0.2,1.5,.483,.500,.532,1.7,.035
1996,1,23,DEN,Efthimi Rentzias,C,,35,4.1,1.5,0.7,0.2,0.2,0.1,.339,.500,.889,0.2,.058
1996,1,24,LAL,Derek Fisher,G,University of Arkansas at Little Rock,1287,25.4,8.3,2.1,3.0,1.1,0.1,.399,.374,.817,62.3,.091
1996,1,25,UTA,Martin Muursepp,F,,83,11.5,4.7,2.2,0.6,0.5,0.3,.425,.323,.693,2.0,.100
1996,1,26,DET,Jerome Williams,F,Georgetown University,587,21.7,6.6,6.4,0.8,1.1,0.2,.502,.038,.645,37.9,.143
1996,1,27,ORL,Brian Evans,F,Indiana University,102,10.8,3.7,1.6,0.8,0.3,0.2,.381,.343,.820,1.7,.076
1996,1,28,ATL,Priest Lauderdale,C,Central State University,74,7.1,3.4,1.9,0.4,0.1,0.4,.472,.000,.554,-0.8,-0.074
1996,1,29,CHI,Travis Knight,C,University of Connecticut,371,12.3,3.4,3.1,0.6,0.4,0.6,.438,.259,.696,7.9,.083
1996,2,30,HOU,Othella Harrington,F-C,Georgetown University,709,19.6,7.4,4.4,0.6,0.3,0.4,.505,.000,.738,23.1,.080
1996,2,31,PHI,Mark Hendrickson,F,Washington State University,114,13.2,3.3,2.8,0.6,0.4,0.1,.416,.167,.803,2.1,.067
1996,2,33,MIL,Moochie Norris,G,University of West Florida,445,17.2,5.1,2.0,2.8,0.7,0.0,.401,.286,.740,10.0,.063
1996,2,37,DEN,Jeff McInnis,G,University of North Carolina,576,27.7,9.4,2.0,4.4,0.6,0.1,.431,.328,.796,23.1,.070
1996,2,38,BOS,Steve Hamer,C,University of Tennessee,35,7.7,2.2,1.7,0.2,0.1,0.1,.526,.000,.552,0.2,.031
1996,2,41,SAC,Jason Sasser,F,Texas Tech University,14,7.7,2.1,1.1,0.3,0.4,0.0,.412,.333,.500,0.0,-0.014
1996,2,42,HOU,Randy Livingston,G,Louisiana State University,203,13.2,3.8,1.4,2.0,0.6,0.2,.406,.351,.771,2.3,.041
1996,2,43,PHO,Ben Davis,F,University of Arizona,40,3.9,1.4,1.3,0.1,0.2,0.1,.356,,.462,0.1,.040
1996,2,44,CHH,Malik Rose,F,Drexel University,813,16.5,6.2,4.1,0.8,0.6,0.4,.437,.177,.743,26.5,.095
1996,2,46,POR,Marcus Brown,G,Murray State University,27,8.5,3.4,0.8,0.9,0.3,0.1,.381,.333,.714,0.3,.066
1996,2,48,PHI,Jamie Feick,C,Michigan State University,201,21.5,4.5,7.1,0.7,0.6,0.4,.424,.400,.629,8.2,.091
1996,2,49,ORL,Amal McCaskill,F-C,Marquette University,114,8.5,1.8,1.9,0.3,0.2,0.3,.377,.000,.609,0.5,.024
1996,2,51,VAN,Chris Robinson,G,Western Kentucky University,76,14.4,4.6,1.5,1.4,0.6,0.2,.376,.374,.571,-0.1,-0.003
1996,2,52,IND,Mark Pope,F,University of Kentucky,153,10.7,1.9,1.7,0.4,0.2,0.3,.401,.179,.573,1.3,.038
1996,2,53,MIL,Jeff Nordgaard,F,University of Wisconsin-Green Bay,13,3.7,1.4,1.1,0.2,0.2,0.0,.278,,.889,0.0,.043
1996,2,54,UTA,Shandon Anderson,F-G,University of Georgia,719,22.2,7.4,3.1,1.4,0.8,0.3,.457,.316,.739,23.6,.071
1996,2,56,CLE,Reggie Geary,G,University of Arizona,101,9.2,2.1,0.8,1.1,0.5,0.1,.344,.328,.493,0.6,.032
1996,2,57,SEA,Drew Barry,G,Georgia Institute of Technology,60,10.0,2.2,1.1,1.9,0.3,0.0,.417,.381,.774,0.6,.051
1995,1,1,GSW,Joe Smith,F,University of Maryland,1030,26.2,10.9,6.4,1.0,0.6,0.8,.455,.238,.790,60.3,.107
1995,1,2,LAC,Antonio McDyess,F-C,University of Alabama,1015,27.6,12.0,7.5,1.3,0.8,1.1,.497,.117,.670,69.8,.119
1995,1,3,PHI,Jerry Stackhouse,G-F,University of North Carolina,970,31.2,16.9,3.2,3.3,0.9,0.5,.409,.309,.822,52.4,.083
1995,1,4,WSB,Rasheed Wallace,F-C,University of North Carolina,1109,32.7,14.4,6.7,1.8,1.0,1.3,.467,.336,.721,105.1,.139
1995,1,5,MIN,Kevin Garnett,F-C,,1462,34.5,17.8,10.0,3.7,1.3,1.4,.497,.275,.789,191.4,.182
1995,1,6,VAN,Bryant Reeves,C,Oklahoma State University,395,30.6,12.5,6.9,1.6,0.5,0.8,.475,.074,.703,13.0,.052
1995,1,7,TOR,Damon Stoudamire,G,University of Arizona,878,33.2,13.4,3.5,6.1,1.1,0.1,.406,.357,.833,55.4,.091
1995,1,8,POR,Shawn Respert,G,Michigan State University,172,13.7,4.9,1.3,1.0,0.5,0.0,.414,.340,.816,2.1,.043
1995,1,9,NJN,Ed O'Bannon,F,"University of California, Los Angeles",128,16.1,5.0,2.5,0.8,0.6,0.2,.367,.222,.755,1.1,.025
1995,1,10,MIA,Kurt Thomas,F,Texas Christian University,1110,24.5,8.1,6.6,1.1,0.7,0.8,.486,.281,.760,64.2,.114
1995,1,11,MIL,Gary Trent,F,Ohio University,506,19.5,8.6,4.5,1.0,0.4,0.3,.501,.080,.643,23.2,.113
1995,1,12,DAL,Cherokee Parks,C-F,Duke University,472,15.8,4.4,3.6,0.6,0.4,0.6,.470,.211,.630,11.8,.076
1995,1,13,SAC,Corliss Williamson,F,University of Arkansas,822,22.8,11.1,3.9,1.2,0.6,0.3,.490,.136,.714,34.7,.089
1995,1,14,BOS,Eric Williams,F,Providence College,658,23.9,8.6,3.3,1.4,0.8,0.2,.415,.318,.736,23.2,.071
1995,1,15,DEN,Brent Barry,G,Oregon State University,912,25.9,9.3,3.0,3.2,1.0,0.3,.460,.405,.823,70.5,.143
1995,1,16,ATL,Alan Henderson,F,Indiana University,652,21.1,7.8,5.0,0.6,0.6,0.5,.469,.192,.639,28.0,.097
1995,1,17,CLE,Bob Sura,G,Florida State University,657,23.7,8.6,3.4,3.8,1.0,0.2,.414,.325,.689,28.3,.087
1995,1,18,DET,Theo Ratliff,C-F,University of Wyoming,810,25.3,7.2,5.7,0.6,0.5,2.4,.496,.000,.710,47.9,.112
1995,1,19,DET,Randolph Childress,G,Wake Forest University,51,7.9,2.4,0.5,1.0,0.3,0.0,.328,.273,.800,-0.2,-0.026
1995,1,20,CHI,Jason Caffey,F,University of Alabama,462,19.6,7.3,4.4,0.9,0.5,0.2,.481,.000,.637,13.5,.072
1995,1,21,PHO,Michael Finley,G-F,University of Wisconsin,1103,34.4,15.7,4.4,2.9,0.9,0.3,.444,.375,.811,85.2,.108
1995,1,22,CHH,George Zidek,C,"University of California, Los Angeles",135,9.8,3.4,2.1,0.2,0.1,0.1,.408,.250,.783,0.8,.029
1995,1,23,IND,Travis Best,G,Georgia Institute of Technology,708,21.4,7.6,1.8,3.5,0.9,0.1,.431,.345,.835,30.9,.098
1995,1,24,DAL,Loren Meyer,C,Iowa State University,140,14.6,4.6,3.4,0.6,0.2,0.4,.432,.348,.696,0.5,.012
1995,1,25,ORL,David Vaughn,F,University of Memphis,118,9.8,2.9,3.1,0.3,0.3,0.4,.423,.000,.638,0.6,.026
1995,1,26,SEA,Sherell Ford,F,University of Illinois at Chicago,28,5.0,3.2,0.9,0.2,0.3,0.0,.375,.160,.765,0.4,.124
1995,1,27,PHO,Mario Bennett,F,Arizona State University,68,8.9,4.0,2.7,0.4,0.5,0.3,.534,.333,.511,1.9,.153
1995,1,28,UTA,Greg Ostertag,C,University of Kansas,756,19.5,4.6,5.5,0.6,0.3,1.7,.486,.100,.569,33.8,.110
1995,1,29,SAS,Cory Alexander,G,University of Virginia,307,15.8,5.5,1.6,2.7,0.9,0.1,.389,.354,.756,3.0,.030
1995,2,30,DET,Lou Roe,F,University of Massachusetts Amherst,66,7.3,2.0,1.4,0.3,0.2,0.1,.333,.250,.647,0.0,-0.001
1995,2,31,CHI,Dragan Tarlac,C,,43,13.9,2.4,2.8,0.7,0.2,0.4,.394,,.758,-0.2,-0.016
1995,2,32,WSB,Terrence Rencher,G,University of Texas at Austin,36,11.3,2.9,1.2,1.5,0.4,0.1,.330,.310,.674,-0.2,-0.021
1995,2,33,BOS,Junior Burrough,F,University of Virginia,61,8.1,3.1,1.8,0.2,0.2,0.2,.376,,.656,-0.2,-0.018
1995,2,34,GSW,Andrew DeClercq,F-C,University of Florida,587,16.8,4.8,4.2,0.6,0.7,0.5,.507,.000,.621,19.3,.094
1995,2,35,TOR,Jimmy King,G,University of Michigan,64,13.9,4.5,1.8,1.4,0.4,0.2,.429,.147,.691,0.0,.001
1995,2,36,VAN,Lawrence Moten,G,Syracuse University,119,15.2,6.3,1.5,1.5,0.6,0.3,.408,.299,.652,0.0,.001
1995,2,37,LAL,Frankie King,G,Western Carolina University,13,6.1,2.1,1.2,0.5,0.5,0.0,.357,.333,.750,0.0,.025
1995,2,39,CLE,Donny Marshall,F,University of Connecticut,119,7.7,2.5,1.0,0.3,0.3,0.0,.321,.336,.681,0.9,.045
1995,2,40,GSW,Dwayne Whitfield,F,Jackson State University,8,15.3,5.0,3.1,0.3,0.4,0.3,.433,,.636,0.0,.010
1995,2,42,ATL,Donnie Boyce,G,University of Colorado,30,6.5,2.6,0.8,0.5,0.4,0.2,.349,.250,.500,-0.3,-0.064
1995,2,43,MIL,Eric Snow,G,Michigan State University,846,27.3,6.8,2.5,5.0,1.2,0.1,.424,.208,.763,43.4,.090
1995,2,47,SAC,Tyus Edney,G,"University of California, Los Angeles",226,21.0,7.6,1.7,4.0,1.0,0.0,.405,.322,.806,6.8,.068
1995,2,48,MIN,Mark Davis,G-F,Texas Tech University,230,16.0,5.5,3.0,1.3,0.9,0.3,.442,.246,.655,2.3,.030
1995,2,49,MIN,Jerome Allen,G,University of Pennsylvania,117,11.2,2.9,1.1,1.7,0.4,0.1,.350,.317,.630,0.2,.006
1995,2,50,GSW,Martin Lewis,F,Seward County Community College,25,9.6,3.6,1.4,0.3,0.4,0.2,.473,.300,.593,0.1,.026
1995,2,52,IND,Fred Hoiberg,G,Iowa State University,541,18.4,5.4,2.7,1.6,0.8,0.1,.431,.396,.854,27.6,.133
1995,2,55,GSW,Michael McDonald,C,University of New Orleans,1,4.0,0.0,1.0,0.0,0.0,0.0,,,,-0.1,-0.638
1995,2,56,PHO,Chris Carr,G,Southern Illinois University,297,15.2,6.7,2.2,1.0,0.3,0.2,.416,.338,.807,3.9,.042
1995,2,57,ATL,Cuonzo Martin,G-F,Purdue University,7,4.6,1.3,0.4,0.4,0.1,0.0,.250,.600,.000,-0.1,-0.151
1995,2,58,DET,Don Reid,F,Georgetown University,403,13.3,3.6,2.9,0.4,0.5,0.7,.530,.000,.658,13.7,.123
1994,1,1,MIL,Glenn Robinson,F,Purdue University,688,36.8,20.7,6.1,2.7,1.2,0.6,.459,.340,.820,39.8,.075
1994,1,2,DAL,Jason Kidd,G,University of California,1391,36.0,12.6,6.3,8.7,1.9,0.3,.400,.349,.785,138.6,.133
1994,1,3,DET,Grant Hill,F-G,Duke University,1026,33.9,16.7,6.0,4.1,1.2,0.6,.483,.314,.769,99.9,.138
1994,1,4,MIN,Donyell Marshall,F,University of Connecticut,957,26.2,11.2,6.7,1.4,0.8,0.9,.435,.350,.731,59.0,.113
1994,1,5,WSB,Juwan Howard,F,University of Michigan,1208,30.3,13.4,6.1,2.2,0.7,0.3,.469,.120,.764,59.4,.078
1994,1,6,PHI,Sharone Wright,F-C,Clemson University,203,22.3,9.7,5.0,0.6,0.4,1.0,.456,.083,.618,1.4,.015
1994,1,7,LAC,Lamond Murray,F,University of California,736,25.1,11.3,4.1,1.3,0.9,0.4,.430,.360,.759,19.8,.052
1994,1,8,SAC,Brian Grant,F,Xavier University,756,28.3,10.5,7.4,1.2,0.6,0.7,.490,.214,.746,54.5,.122
1994,1,9,BOS,Eric Montross,C,University of North Carolina,465,18.2,4.5,4.6,0.4,0.3,0.6,.490,.000,.478,8.5,.048
1994,1,10,LAL,Eddie Jones,G-F,Temple University,954,34.4,14.8,4.0,2.9,1.7,0.6,.437,.373,.809,100.6,.147
1994,1,11,SEA,Carlos Rogers,C-F,Tennessee State University,298,19.0,7.4,4.3,0.6,0.4,0.8,.536,.258,.562,11.1,.095
1994,1,12,MIA,Khalid Reeves,G,University of Arizona,277,21.1,7.8,2.1,3.2,0.8,0.1,.416,.363,.744,8.4,.069
1994,1,13,DEN,Jalen Rose,G-F,University of Michigan,923,30.3,14.3,3.5,3.8,0.8,0.3,.443,.355,.801,47.2,.081
1994,1,14,NJN,Yinka Dare,C,George Washington University,110,9.1,2.1,2.6,0.0,0.1,0.6,.396,,.570,-0.7,-0.033
1994,1,15,IND,Eric Piatkowski,G-F,University of Nebraska,789,18.5,7.5,2.2,1.0,0.5,0.1,.434,.399,.839,31.0,.102
1994,1,16,GSW,Clifford Rozier,C-F,University of Louisville,173,17.2,4.8,5.2,0.6,0.5,0.7,.496,.182,.465,3.9,.063
1994,1,17,POR,Aaron McKie,G,Temple University,793,24.2,7.4,3.3,2.7,1.2,0.2,.438,.350,.779,40.0,.100
1994,1,18,MIL,Eric Mobley,C,University of Pittsburgh,113,13.9,3.9,3.1,0.5,0.2,0.5,.541,.750,.475,1.1,.034
1994,1,19,DAL,Tony Dumas,G,University of Missouri-Kansas City,156,14.2,7.3,1.3,1.2,0.4,0.1,.404,.327,.608,1.3,.027
1994,1,20,PHI,B.J. Tyler,G,University of Texas at Austin,55,14.7,3.5,1.1,3.2,0.7,0.0,.381,.314,.700,-0.7,-0.039
1994,1,21,CHI,Dickey Simpkins,F,Providence College,327,15.9,4.2,3.6,0.9,0.3,0.2,.440,.222,.618,4.7,.044
1994,1,22,SAS,Bill Curley,F,Boston College,147,11.0,2.7,2.0,0.4,0.4,0.3,.444,.222,.743,1.6,.047
1994,1,23,PHO,Wesley Person,G,Auburn University,733,28.3,11.2,3.3,1.7,0.8,0.3,.457,.418,.778,44.0,.102
1994,1,24,NYK,Monty Williams,F,University of Notre Dame,456,16.7,6.3,2.8,1.2,0.6,0.3,.481,.111,.665,11.4,.072
1994,1,25,LAC,Greg Minor,G-F,University of Louisville,277,18.6,6.9,2.7,1.4,0.6,0.2,.478,.226,.767,8.2,.077
1994,1,26,NYK,Charlie Ward,G,Florida State University,630,22.3,6.3,2.6,4.0,1.2,0.2,.408,.364,.771,33.0,.113
1994,1,27,ORL,Brooks Thompson,G,Oklahoma State University,168,10.2,4.5,0.9,1.7,0.5,0.0,.409,.376,.647,2.0,.057
1994,2,29,PHO,Antonio Lang,F-G,Duke University,143,9.8,2.3,1.5,0.3,0.4,0.3,.455,.000,.719,1.7,.057
1994,2,30,MIN,Howard Eisley,G,Boston College,786,20.4,6.5,1.7,3.5,0.7,0.1,.407,.350,.827,19.5,.058
1994,2,32,WSB,Jim McIlvaine,C,Marquette University,401,14.8,2.7,3.1,0.3,0.3,1.7,.446,.100,.551,9.4,.076
1994,2,33,PHI,Derrick Alston,F,Duquesne University,139,19.1,5.4,3.8,0.7,0.7,0.6,.489,.143,.487,2.6,.047
1994,2,34,ATL,Gaylon Nickerson,G,Northwestern Oklahoma State University,4,10.5,3.8,1.3,0.3,0.3,0.3,.333,.000,1.000,0.1,.076
1994,2,35,SAC,Michael Smith,F,Providence College,449,23.5,5.6,7.1,1.5,0.8,0.6,.538,.143,.529,23.4,.107
1994,2,37,SEA,Dontonio Wingfield,F,University of Cincinnati,114,10.1,3.7,2.4,0.7,0.3,0.1,.389,.309,.721,1.8,.074
1994,2,38,CHH,Darrin Hancock,G-F,University of Kansas,133,10.5,3.5,1.3,0.7,0.4,0.1,.530,.333,.579,1.1,.038
1994,2,39,GSW,Anthony Miller,F,Michigan State University,181,9.0,2.8,2.7,0.4,0.3,0.1,.510,.250,.576,3.8,.110
1994,2,40,MIA,Jeff Webster,F,University of Oklahoma,11,5.3,1.6,0.6,0.3,0.4,0.0,.348,.333,,0.0,-0.030
1994,2,43,POR,Shawnelle Scott,C,St. John's University,105,6.0,1.8,2.2,0.2,0.1,0.2,.464,,.465,1.3,.101
1994,2,45,GSW,Dwayne Morton,F,University of Louisville,41,9.6,4.1,1.4,0.4,0.3,0.4,.388,.360,.682,0.2,.025
1994,2,46,MIL,Voshon Lenard,G,University of Minnesota,565,27.2,11.9,2.8,2.1,0.8,0.2,.415,.384,.787,29.6,.093
1994,2,47,UTA,Jamie Watson,F,University of South Carolina,102,12.2,3.2,1.5,1.1,0.6,0.2,.468,.316,.694,1.2,.045
1994,2,50,PHO,Charles Claxton,C,University of Georgia,3,2.3,0.7,0.7,0.0,0.0,0.3,.500,,.000,0.0,-0.179
1994,2,51,SAC,Lawrence Funderburke,F,Ohio State University,318,14.9,6.4,3.6,0.6,0.3,0.3,.506,.118,.675,12.9,.131
1994,2,52,PHO,Anthony Goldwire,G,University of Houston,266,18.6,6.3,1.3,2.8,0.6,0.0,.407,.386,.792,6.4,.062
1994,2,54,SEA,Zeljko Rebraca,C,,215,15.3,5.9,3.2,0.4,0.3,0.7,.527,,.792,8.3,.121
1993,1,1,ORL,Chris Webber,F-C,University of Michigan,831,37.1,20.7,9.8,4.2,1.4,1.4,.479,.299,.649,84.7,.132
1993,1,2,PHI,Shawn Bradley,C,Brigham Young University,832,23.5,8.1,6.3,0.7,0.6,2.5,.457,.103,.716,40.7,.100
1993,1,3,GSW,Anfernee Hardaway,G-F,University of Memphis,704,33.7,15.2,4.5,5.0,1.6,0.4,.458,.316,.774,61.9,.125
1993,1,4,DAL,Jamal Mashburn,F,University of Kentucky,611,37.3,19.1,5.4,4.0,1.0,0.2,.418,.345,.766,43.7,.092
1993,1,5,MIN,Isaiah Rider,G,"University of Nevada, Las Vegas",563,31.7,16.7,3.8,2.7,0.7,0.2,.443,.352,.812,22.8,.061
1993,1,6,WSB,Calbert Cheaney,G-F,Indiana University,825,26.7,9.5,3.2,1.7,0.8,0.2,.466,.298,.691,23.1,.050
1993,1,7,SAC,Bobby Hurley,G,Duke University,269,15.5,3.8,1.1,3.3,0.4,0.0,.353,.272,.769,-1.2,-0.014
1993,1,8,MIL,Vin Baker,F,University of Hartford,791,32.5,15.0,7.4,1.9,0.7,1.0,.485,.215,.638,47.0,.088
1993,1,9,DEN,Rodney Rogers,F,Wake Forest University,866,25.3,10.9,4.5,2.0,1.0,0.5,.451,.347,.690,38.8,.085
1993,1,10,DET,Lindsey Hunter,G,Jackson State University,937,24.8,8.5,2.2,2.7,1.2,0.2,.388,.360,.746,32.9,.068
1993,1,11,DET,Allan Houston,G,University of Tennessee,839,33.7,17.3,2.9,2.4,0.7,0.2,.444,.402,.863,55.3,.094
1993,1,12,LAL,George Lynch,F,University of North Carolina,774,22.8,6.6,5.0,1.4,1.1,0.3,.446,.306,.652,32.3,.088
1993,1,13,LAC,Terry Dehere,G,Seton Hall University,402,18.2,8.0,1.5,2.6,0.5,0.1,.411,.378,.779,7.3,.048
1993,1,14,IND,Scott Haskin,C-F,Oregon State University,27,6.9,2.0,2.0,0.2,0.1,0.6,.467,,.684,0.3,.087
1993,1,15,ATL,Doug Edwards,F,Florida State University,85,9.9,2.4,1.8,0.7,0.2,0.3,.378,.000,.709,0.2,.013
1993,1,16,NJN,Rex Walters,G,University of Kansas,335,13.7,4.6,1.2,1.7,0.4,0.1,.441,.361,.809,6.3,.066
1993,1,17,CHH,Greg Graham,G,Indiana University,207,12.2,4.5,1.1,1.0,0.6,0.1,.407,.290,.775,1.3,.025
1993,1,18,UTA,Luther Wright,C,Seton Hall University,15,6.1,1.3,0.7,0.0,0.1,0.1,.348,.000,.750,-0.1,-0.064
1993,1,19,BOS,Acie Earl,F-C,University of Iowa,193,13.0,5.1,2.7,0.3,0.3,0.7,.403,.000,.667,0.3,.005
1993,1,20,CHH,Scott Burrell,G-F,University of Connecticut,383,19.8,6.9,3.5,1.4,0.9,0.5,.418,.373,.723,16.4,.104
1993,1,21,POR,James Robinson,G,University of Alabama,381,18.2,7.6,1.7,1.9,0.5,0.2,.394,.348,.666,5.8,.040
1993,1,22,CLE,Chris Mills,F,University of Arizona,568,30.4,11.2,4.9,1.9,0.7,0.4,.432,.351,.817,37.7,.105
1993,1,23,SEA,Ervin Johnson,C,University of New Orleans,845,20.1,4.1,6.1,0.5,0.6,1.3,.505,.200,.605,37.8,.107
1993,1,24,HOU,Sam Cassell,G,Florida State University,993,30.0,15.7,3.2,6.0,1.1,0.2,.454,.331,.861,87.5,.141
1993,1,25,CHI,Corie Blount,F,University of Cincinnati,644,15.4,3.6,4.2,0.7,0.5,0.4,.471,.115,.587,18.2,.088
1993,1,26,ORL,Geert Hammink,C,Louisiana State University,8,3.4,1.8,0.9,0.3,0.0,0.0,.400,,.667,0.1,.089
1993,1,27,PHO,Malcolm Mackey,F-C,Georgia Institute of Technology,22,3.1,1.5,1.1,0.0,0.0,0.1,.378,.000,.500,0.1,.036
1993,2,28,DAL,Lucious Harris,G,"California State University, Long Beach",800,19.6,7.2,2.3,1.4,0.7,0.1,.426,.348,.790,28.7,.088
1993,2,30,WSB,Gheorghe Muresan,C,,307,21.9,9.8,6.4,0.5,0.6,1.5,.573,.000,.644,19.0,.136
1993,2,31,SAC,Evers Burns,F,University of Maryland,23,6.2,2.4,1.3,0.4,0.3,0.1,.400,,.522,0.1,.020
1993,2,32,PHI,Alphonso Ford,G,Mississippi Valley State University,11,10.4,3.2,1.8,0.9,0.3,0.0,.308,.100,.500,-0.4,-0.153
1993,2,33,DAL,Eric Riley,C,University of Michigan,186,9.9,3.1,2.6,0.3,0.3,0.7,.456,.000,.704,2.5,.066
1993,2,34,GSW,Darnell Mee,G,Western Kentucky University,40,7.3,1.9,0.9,0.5,0.4,0.3,.312,.222,.444,-0.1,-0.020
1993,2,35,MIA,Ed Stokes,C,University of Arizona,4,4.3,0.8,1.0,0.3,0.3,0.5,.333,,.500,0.0,-0.077
1993,2,37,LAL,Nick Van Exel,G,University of Cincinnati,880,32.9,14.4,2.9,6.6,0.8,0.1,.405,.357,.794,55.9,.093
1993,2,40,ATL,Rich Manning,C,University of Washington,55,9.3,3.3,1.7,0.2,0.1,0.1,.415,.400,.643,-0.3,-0.028
1993,2,42,SEA,Adonis Jordan,G,University of Kansas,10,9.7,2.1,0.6,2.2,0.3,0.1,.296,.250,.500,0.0,-0.015
1993,2,43,DEN,Josh Grant,F,University of Utah,53,7.2,3.0,1.7,0.5,0.3,0.2,.404,.279,.759,0.5,.060
1993,2,45,UTA,Bryon Russell,F,"California State University, Long Beach",841,23.5,7.9,3.5,1.3,1.0,0.2,.431,.369,.750,47.4,.115
1993,2,46,HOU,Richard Petruska,C-F,"University of California, Los Angeles",22,4.2,2.4,1.4,0.0,0.1,0.1,.435,.467,.750,0.0,-0.014
1993,2,47,SAS,Chris Whitney,G,Clemson University,579,17.4,6.5,1.4,2.8,0.6,0.1,.395,.361,.875,21.2,.101
1993,2,48,POR,Kevin Thompson,C-F,North Carolina State University,14,4.1,0.9,0.9,0.2,0.0,0.1,.429,.000,.500,0.0,-0.016
1993,2,52,SAC,Mike Peplowski,C,Michigan State University,68,10.4,2.9,2.6,0.4,0.3,0.4,.556,.000,.531,1.0,.067
1992,1,1,ORL,Shaquille O'Neal,C,Louisiana State University,1207,34.7,23.7,10.9,2.5,0.6,2.3,.582,.045,.527,181.7,.208
1992,1,2,CHH,Alonzo Mourning,C,Georgetown University,838,31.0,17.1,8.5,1.1,0.5,2.8,.527,.247,.692,89.7,.166
1992,1,3,MIN,Christian Laettner,F-C,Duke University,868,29.7,12.8,6.7,2.6,1.1,0.8,.480,.261,.820,64.9,.121
1992,1,4,DAL,Jim Jackson,G,Ohio State University,885,32.8,14.3,4.7,3.2,0.8,0.2,.428,.365,.825,35.8,.059
1992,1,5,DEN,LaPhonso Ellis,F,University of Notre Dame,624,28.2,11.9,6.5,1.6,0.7,0.8,.452,.302,.730,32.8,.089
1992,1,6,WSB,Tom Gugliotta,F,North Carolina State University,763,30.9,13.0,7.3,2.8,1.4,0.6,.451,.284,.757,40.2,.082
1992,1,7,SAC,Walt Williams,F-G,University of Maryland,708,26.6,11.8,3.9,2.3,0.9,0.6,.425,.379,.743,33.9,.087
1992,1,8,MIL,Todd Day,G-F,University of Arkansas,483,25.3,12.3,3.4,1.5,1.1,0.6,.406,.345,.739,17.5,.069
